model,phase,frequency_a,frequency_b,seeds,power_fraction_median,power_fraction_min,power_fraction_max,on_modular_diagonal
mlp,memorization,-14,-4,5,0.0006761477561667562,0.00048451515613123775,0.0010741348378360271,False
mlp,memorization,-14,-3,5,0.0006974877906031907,0.0006026054616086185,0.0008209315128624439,False
mlp,memorization,-14,-2,5,0.0007638715906068683,0.0005535559612326324,0.0008478465024381876,False
mlp,memorization,-14,-1,5,0.0006433594389818609,0.0005066771991550922,0.0008164393366314471,False
mlp,memorization,-14,0,5,0.006042549852281809,0.0026643769815564156,0.007925983518362045,False
mlp,memorization,-14,1,5,0.0006291668396443129,0.0004876421589870006,0.0006709668668918312,False
mlp,memorization,-14,2,5,0.000726303260307759,0.0006182887009344995,0.0007579411030746996,False
mlp,memorization,-14,3,5,0.0007161445100791752,0.0005940378177911043,0.0008828731370158494,False
mlp,memorization,-14,4,5,0.0007127822609618306,0.00047602676204405725,0.0007587907603010535,False
mlp,memorization,-14,5,5,0.000757165253162384,0.0005808664718642831,0.0009227455011568964,False
mlp,memorization,-14,6,5,0.0006983066559769213,0.00039913124055601656,0.0009686931152828038,False
mlp,memorization,-14,7,5,0.0006460565491579473,0.0005760032800026238,0.0007917931652627885,False
mlp,memorization,-14,8,5,0.0007493905141018331,0.0006546279764734209,0.000823451264295727,False
mlp,memorization,-14,9,5,0.0008553987718187273,0.0005417410284280777,0.0010709171183407307,False
mlp,memorization,-14,10,5,0.0005703147617168725,0.0004445789090823382,0.000740840274374932,False
mlp,memorization,-14,11,5,0.0006795850931666791,0.0005868023145012558,0.000898928614333272,False
mlp,memorization,-14,12,5,0.0007849190733395517,0.0006496736314147711,0.00108040077611804,False
mlp,memorization,-14,13,5,0.0007061985670588911,0.0006523638148792088,0.0007970050792209804,False
mlp,memorization,-14,14,5,0.0011875111376866698,0.0007207177113741636,0.0016194988274946809,False
mlp,memorization,-14,15,5,0.0006125998334027827,0.0003469287767075002,0.0008694392745383084,False
mlp,memorization,-13,-15,5,0.0006896863342262805,0.0005988608463667333,0.0007745062466710806,False
mlp,memorization,-13,-14,5,0.0005412715254351497,0.0003579792974051088,0.0007552340975962579,False
mlp,memorization,-13,-13,5,0.002375916577875614,0.0016490863636136055,0.0032337303273379803,True
mlp,memorization,-13,-12,5,0.0007877698517404497,0.0006671379087492824,0.0008207474020309746,False
mlp,memorization,-13,-11,5,0.0006272459868341684,0.0005790610448457301,0.001027802936732769,False
mlp,memorization,-13,-10,5,0.0007381600444205105,0.0005538805853575468,0.0009856445249170065,False
mlp,memorization,-13,-9,5,0.0006641154759563506,0.0004659963306039572,0.0009113760897889733,False
mlp,memorization,-13,-8,5,0.0007862627971917391,0.0005066374433226883,0.0009810825577005744,False
mlp,memorization,-13,-7,5,0.0007364319753833115,0.0005228203372098505,0.0007793253171257675,False
mlp,memorization,-13,-6,5,0.0006360194529406726,0.00047447317047044635,0.000783334078732878,False
mlp,memorization,-13,-5,5,0.0005557563272304833,0.0005155371618457139,0.0006761234835721552,False
mlp,memorization,-13,-4,5,0.0006970547256059945,0.0003599845222197473,0.0010097582126036286,False
mlp,memorization,-13,-3,5,0.0007611283799633384,0.0006017275154590607,0.0008077526581473649,False
mlp,memorization,-13,-2,5,0.000722709228284657,0.000610336079262197,0.0008359723724424839,False
mlp,memorization,-13,-1,5,0.0005624542245641351,0.0005217899451963603,0.0009497725986875594,False
mlp,memorization,-13,0,5,0.005046123638749123,0.00415130564942956,0.005548262037336826,False
mlp,memorization,-13,1,5,0.000666096166241914,0.0005114490049891174,0.000725945399608463,False
mlp,memorization,-13,2,5,0.0006772414199076593,0.0006061012391000986,0.0009194915182888508,False
mlp,memorization,-13,3,5,0.000606439309194684,0.0005198486614972353,0.0010442397324368358,False
mlp,memorization,-13,4,5,0.0007044939557090402,0.0005825045518577099,0.0009987549856305122,False
mlp,memorization,-13,5,5,0.0006407665205188096,0.00045088271144777536,0.0006997939781285822,False
mlp,memorization,-13,6,5,0.0005814015166833997,0.0003923485928680748,0.0008139482815749943,False
mlp,memorization,-13,7,5,0.0006118621095083654,0.0003775901277549565,0.0009336264920420945,False
mlp,memorization,-13,8,5,0.0006427288171835244,0.0004982408136129379,0.0008262490737251937,False
mlp,memorization,-13,9,5,0.000692902656737715,0.0005734855076298118,0.0007106260163709521,False
mlp,memorization,-13,10,5,0.0007315814145840704,0.0005622720927931368,0.0009733531042002141,False
mlp,memorization,-13,11,5,0.0006288538570515811,0.0005572832305915654,0.0008010885794647038,False
mlp,memorization,-13,12,5,0.0006326995207928121,0.00045562299783341587,0.0008671291288919747,False
mlp,memorization,-13,13,5,0.000988537329249084,0.0005648526712320745,0.001252003014087677,False
mlp,memorization,-13,14,5,0.0006377139361575246,0.00048121289000846446,0.0010205599246546626,False
mlp,memorization,-13,15,5,0.0006891403463669121,0.0004831313854083419,0.0010715643875300884,False
mlp,memorization,-12,-15,5,0.0006264810217544436,0.0005706425872631371,0.0009924789192155004,False
mlp,memorization,-12,-14,5,0.0007841050974093378,0.0004720119759440422,0.0008692867122590542,False
mlp,memorization,-12,-13,5,0.0007610508473590016,0.0005524588050320745,0.0008701149490661919,False
mlp,memorization,-12,-12,5,0.0022595033515244722,0.002096709329634905,0.0037914470303803682,True
mlp,memorization,-12,-11,5,0.0007883289363235235,0.0006622351356782019,0.0008679162128828466,False
mlp,memorization,-12,-10,5,0.0005958834080956876,0.0003951956459786743,0.0009475202532485127,False
mlp,memorization,-12,-9,5,0.000678116106428206,0.0005304866353981197,0.0009177825995720923,False
mlp,memorization,-12,-8,5,0.0007719819550402462,0.0005395838525146246,0.0009559193858876824,False
mlp,memorization,-12,-7,5,0.0006460198783315718,0.00045301957288756967,0.0009046742925420403,False
mlp,memorization,-12,-6,5,0.0006541257607750595,0.00039586288039572537,0.0010396996513009071,False
mlp,memorization,-12,-5,5,0.0007529318099841475,0.000639297824818641,0.001297350157983601,False
mlp,memorization,-12,-4,5,0.0005324326921254396,0.0005183543544262648,0.0009003198938444257,False
mlp,memorization,-12,-3,5,0.0006560538895428181,0.00048761320067569613,0.0007162294932641089,False
mlp,memorization,-12,-2,5,0.0005735550075769424,0.00043193218880333006,0.0011316423770040274,False
mlp,memorization,-12,-1,5,0.0006491168169304729,0.00036742500378750265,0.0009488280629739165,False
mlp,memorization,-12,0,5,0.005335706751793623,0.004267336335033178,0.007102259900420904,False
mlp,memorization,-12,1,5,0.0005235056160017848,0.00040657687350176275,0.0007732347585260868,False
mlp,memorization,-12,2,5,0.0006487194914370775,0.0004038962069898844,0.0008210057276301086,False
mlp,memorization,-12,3,5,0.0005390149890445173,0.0004760553711093962,0.0008319159387610853,False
mlp,memorization,-12,4,5,0.0006461734883487225,0.0005622922908514738,0.000881530693732202,False
mlp,memorization,-12,5,5,0.0007792084943503141,0.0004630381881725043,0.0009854334639385343,False
mlp,memorization,-12,6,5,0.0006058771978132427,0.0005645463825203478,0.0008309475379064679,False
mlp,memorization,-12,7,5,0.0006689339643344283,0.0005353594315238297,0.0006970224785618484,False
mlp,memorization,-12,8,5,0.0009062493918463588,0.00047665851889178157,0.001044715754687786,False
mlp,memorization,-12,9,5,0.0007063289522193372,0.0004695859970524907,0.0009012717055156827,False
mlp,memorization,-12,10,5,0.0005123069859109819,0.00026690642698667943,0.0008687875815667212,False
mlp,memorization,-12,11,5,0.0006343480781652033,0.00037585728568956256,0.0008952362695708871,False
mlp,memorization,-12,12,5,0.0012238265480846167,0.0007455611485056579,0.0015002572908997536,False
mlp,memorization,-12,13,5,0.0007333621615543962,0.0005952354986220598,0.0008123519364744425,False
mlp,memorization,-12,14,5,0.0006805386510677636,0.0005663865013048053,0.0008388255373574793,False
mlp,memorization,-12,15,5,0.0007423344068229198,0.0005141966976225376,0.0007747861091047525,False
mlp,memorization,-11,-15,5,0.0006428788765333593,0.0006018175627104938,0.0009680174989625812,False
mlp,memorization,-11,-14,5,0.0007621352560818195,0.0005176641861908138,0.0008638190920464694,False
mlp,memorization,-11,-13,5,0.0006006659241393209,0.0005034517962485552,0.0006270487792789936,False
mlp,memorization,-11,-12,5,0.0007819643942639232,0.0004759436706081033,0.0008031204924918711,False
mlp,memorization,-11,-11,5,0.0019148249411955476,0.0011971985222771764,0.0036072477232664824,True
mlp,memorization,-11,-10,5,0.0005011733737774193,0.00033486183383502066,0.000841128989122808,False
mlp,memorization,-11,-9,5,0.0005819622310809791,0.000540252192877233,0.0006643385859206319,False
mlp,memorization,-11,-8,5,0.0006065095076337457,0.00042930516065098345,0.0007248803740367293,False
mlp,memorization,-11,-7,5,0.000588001508731395,0.00041865065577439964,0.0009442645823583007,False
mlp,memorization,-11,-6,5,0.0006442870362661779,0.0003240348887629807,0.0007435873849317431,False
mlp,memorization,-11,-5,5,0.000786024087574333,0.00033937132684513927,0.0008485207799822092,False
mlp,memorization,-11,-4,5,0.000527604075614363,0.0003620553179644048,0.0006975888973101974,False
mlp,memorization,-11,-3,5,0.0005774539895355701,0.0004683749284595251,0.0009493242832832038,False
mlp,memorization,-11,-2,5,0.0007389538805000484,0.0005221414030529559,0.00097367336275056,False
mlp,memorization,-11,-1,5,0.0005027618608437479,0.0004547409771475941,0.0006987645756453276,False
mlp,memorization,-11,0,5,0.004459538962692022,0.004053153563290834,0.005503490101546049,False
mlp,memorization,-11,1,5,0.0004854417347814888,0.0003959685273002833,0.0007931671570986509,False
mlp,memorization,-11,2,5,0.0006849397323094308,0.0005852169124409556,0.0007502475054934621,False
mlp,memorization,-11,3,5,0.0006020925939083099,0.0005273885908536613,0.0008428823784925044,False
mlp,memorization,-11,4,5,0.0005122729344293475,0.000504460942465812,0.0007750096265226603,False
mlp,memorization,-11,5,5,0.0007865676307119429,0.0005050631589256227,0.0010889186523854733,False
mlp,memorization,-11,6,5,0.0006335425423458219,0.0004779269511345774,0.000779978814534843,False
mlp,memorization,-11,7,5,0.0005194781115278602,0.00036388702574186027,0.0009586625965312123,False
mlp,memorization,-11,8,5,0.0005901650292798877,0.00046808135812170804,0.0009136738372035325,False
mlp,memorization,-11,9,5,0.0005949031328782439,0.0003631229919847101,0.0007227339665405452,False
mlp,memorization,-11,10,5,0.0005847883876413107,0.00036222487688064575,0.0007417204324156046,False
mlp,memorization,-11,11,5,0.00083784235175699,0.0005802176310680807,0.0012214691378176212,False
mlp,memorization,-11,12,5,0.0007382072508335114,0.0005869516753591597,0.0009202822693623602,False
mlp,memorization,-11,13,5,0.0005456461221911013,0.00039131761877797544,0.0006728354492224753,False
mlp,memorization,-11,14,5,0.0006241704686544836,0.0005512865609489381,0.0008689264650456607,False
mlp,memorization,-11,15,5,0.0005763453664258122,0.0005152079975232482,0.0012403962900862098,False
mlp,memorization,-10,-15,5,0.0006555244326591492,0.0005170903750695288,0.0007411498809233308,False
mlp,memorization,-10,-14,5,0.0005702425842173398,0.0004720954748336226,0.0007320098229683936,False
mlp,memorization,-10,-13,5,0.0007039321353659034,0.0005982465227134526,0.0009560579783283174,False
mlp,memorization,-10,-12,5,0.0007767740753479302,0.0005653147236444056,0.0008179106516763568,False
mlp,memorization,-10,-11,5,0.0007862825877964497,0.0005752717261202633,0.0010644211433827877,False
mlp,memorization,-10,-10,5,0.002766246674582362,0.0014642402529716492,0.003788108704611659,True
mlp,memorization,-10,-9,5,0.0006135280127637088,0.0004984081606380641,0.0007488890551030636,False
mlp,memorization,-10,-8,5,0.0008174445247277617,0.0005802782834507525,0.0012220513308420777,False
mlp,memorization,-10,-7,5,0.0007114860927686095,0.00044509582221508026,0.0007706781034357846,False
mlp,memorization,-10,-6,5,0.0006918477010913193,0.0004471978754736483,0.0011498063104227185,False
mlp,memorization,-10,-5,5,0.0007023784564808011,0.000517092295922339,0.0007996142376214266,False
mlp,memorization,-10,-4,5,0.0006014422397129238,0.00043071896652691066,0.0007412336417473853,False
mlp,memorization,-10,-3,5,0.0007369167287833989,0.0004016388556919992,0.0008213172550313175,False
mlp,memorization,-10,-2,5,0.0006961761391721666,0.00048723473446443677,0.0009881150908768177,False
mlp,memorization,-10,-1,5,0.0007626362494193017,0.0003731188189703971,0.0010714789386838675,False
mlp,memorization,-10,0,5,0.0051231347024440765,0.0037462355103343725,0.0058814287185668945,False
mlp,memorization,-10,1,5,0.0007820294704288244,0.0005594988469965756,0.0008099270053207874,False
mlp,memorization,-10,2,5,0.0005117561668157578,0.00044098737998865545,0.0005948742036707699,False
mlp,memorization,-10,3,5,0.0007022927165962756,0.0006049603689461946,0.0007566859130747616,False
mlp,memorization,-10,4,5,0.0006937462603673339,0.000553042278625071,0.0009857511613518,False
mlp,memorization,-10,5,5,0.0007370692328549922,0.0005089024780318141,0.0009140612091869116,False
mlp,memorization,-10,6,5,0.0006776304799132049,0.000496838241815567,0.0008999367710202932,False
mlp,memorization,-10,7,5,0.0006185611127875745,0.00043321383418515325,0.0008889135788194835,False
mlp,memorization,-10,8,5,0.0007109710713848472,0.0006018251879140735,0.0011726579396054149,False
mlp,memorization,-10,9,5,0.0007111578597687185,0.0005878292722627521,0.0008588124183006585,False
mlp,memorization,-10,10,5,0.0012394131626933813,0.0007662338321097195,0.001650061341933906,False
mlp,memorization,-10,11,5,0.000689377193339169,0.0006700618541799486,0.0007785861380398273,False
mlp,memorization,-10,12,5,0.0008385855471715331,0.0006483663455583155,0.0009905099868774414,False
mlp,memorization,-10,13,5,0.000685051316395402,0.0006150815170258284,0.0010048163821920753,False
mlp,memorization,-10,14,5,0.0006660057697445154,0.0004948718124069273,0.0007807512884028256,False
mlp,memorization,-10,15,5,0.0007357829017564654,0.0004660907725337893,0.0009062219760380685,False
mlp,memorization,-9,-15,5,0.0006677203346043825,0.000513173290528357,0.0008663855842314661,False
mlp,memorization,-9,-14,5,0.0005881044780835509,0.0003767193993553519,0.0010099761420860887,False
mlp,memorization,-9,-13,5,0.0008382337400689721,0.00045063014840707183,0.0009468513890169561,False
mlp,memorization,-9,-12,5,0.0006359730032272637,0.0005485825822688639,0.000837851082906127,False
mlp,memorization,-9,-11,5,0.0005730483680963516,0.0004442156932782382,0.0009984257631003857,False
mlp,memorization,-9,-10,5,0.000627861765678972,0.0004660841077566147,0.0008730169502086937,False
mlp,memorization,-9,-9,5,0.0018237452022731304,0.0012837446993216872,0.0033386494033038616,True
mlp,memorization,-9,-8,5,0.0005232689436525106,0.00039924055454321206,0.0006377812824212015,False
mlp,memorization,-9,-7,5,0.0005411417805589736,0.00037952844286337495,0.0006318950327113271,False
mlp,memorization,-9,-6,5,0.0005465930444188416,0.0004974986077286303,0.0007294539245776832,False
mlp,memorization,-9,-5,5,0.0007082467782311141,0.0006584128132089972,0.0009670030558481812,False
mlp,memorization,-9,-4,5,0.000578030536416918,0.0004595607169903815,0.0006602507783100009,False
mlp,memorization,-9,-3,5,0.0007033386500552297,0.0005540823331102729,0.0008785987156443298,False
mlp,memorization,-9,-2,5,0.0006170527194626629,0.0005167273338884115,0.0007573694456368685,False
mlp,memorization,-9,-1,5,0.0006916841375641525,0.0004167210718151182,0.0008021746180020273,False
mlp,memorization,-9,0,5,0.00601910101249814,0.003785794135183096,0.006558684632182121,False
mlp,memorization,-9,1,5,0.0005014649941585958,0.00038996885996311903,0.0010780441807582974,False
mlp,memorization,-9,2,5,0.0005838253418914974,0.0004383905907161534,0.0007781877648085356,False
mlp,memorization,-9,3,5,0.0007093382882885635,0.000513991282787174,0.0011008970905095339,False
mlp,memorization,-9,4,5,0.0005583007587119937,0.0003963260678574443,0.0007316843257285655,False
mlp,memorization,-9,5,5,0.0007566730491816998,0.0005545002059079707,0.0009675325127318501,False
mlp,memorization,-9,6,5,0.0006098846788518131,0.0005013939808122814,0.00071926653617993,False
mlp,memorization,-9,7,5,0.0005660923779942095,0.0004659084661398083,0.0006499026203528047,False
mlp,memorization,-9,8,5,0.0005648607038892806,0.00032460197689943016,0.0008179306169040501,False
mlp,memorization,-9,9,5,0.0006928178481757641,0.0005651056417264044,0.0013401589822024107,False
mlp,memorization,-9,10,5,0.0005707783275283873,0.000374182709492743,0.0008560118149034679,False
mlp,memorization,-9,11,5,0.0005959967966191471,0.0005773490993306041,0.0007516860496252775,False
mlp,memorization,-9,12,5,0.0007671521743759513,0.0005999507266096771,0.0008239821763709188,False
mlp,memorization,-9,13,5,0.0006790549377910793,0.0006043394096195698,0.0007823319756425917,False
mlp,memorization,-9,14,5,0.0006770084728486836,0.0002635888522490859,0.0007335177506320179,False
mlp,memorization,-9,15,5,0.0006772997439838946,0.0006428072811104357,0.0007428078097291291,False
mlp,memorization,-8,-15,5,0.00069549644831568,0.0005294269067235291,0.0009523261105641723,False
mlp,memorization,-8,-14,5,0.0006021336885169148,0.0004447982064448297,0.0007043605437502265,False
mlp,memorization,-8,-13,5,0.0007194244535639882,0.0007160046952776611,0.0011019466910511255,False
mlp,memorization,-8,-12,5,0.0006568933022208512,0.0006188370753079653,0.0008600641740486026,False
mlp,memorization,-8,-11,5,0.0005988405318930745,0.0005044054123573005,0.000889887916855514,False
mlp,memorization,-8,-10,5,0.0005708610988222063,0.00044708242057822645,0.0011056445073336363,False
mlp,memorization,-8,-9,5,0.0006048757350072265,0.0004783213371410966,0.0007758404826745391,False
mlp,memorization,-8,-8,5,0.002760476665571332,0.002245604060590267,0.004010349046438932,True
mlp,memorization,-8,-7,5,0.000596883415710181,0.0005398208741098642,0.0007839860045351088,False
mlp,memorization,-8,-6,5,0.0007327155908569694,0.0005433725309558213,0.0014082645066082478,False
mlp,memorization,-8,-5,5,0.0007678078836761415,0.0004122904210817069,0.0009123730123974383,False
mlp,memorization,-8,-4,5,0.0006875689141452312,0.0005438111256808043,0.0009474637918174267,False
mlp,memorization,-8,-3,5,0.0008239177404902875,0.0005773398443125188,0.0009294376359321177,False
mlp,memorization,-8,-2,5,0.0006943835178390145,0.00045640478492714465,0.0008827042765915394,False
mlp,memorization,-8,-1,5,0.000713525980245322,0.0005563486483879387,0.0008241260657086968,False
mlp,memorization,-8,0,5,0.0054124766029417515,0.004186464473605156,0.00893561914563179,False
mlp,memorization,-8,1,5,0.0006478760042227805,0.00048109437921084464,0.0008678588783368468,False
mlp,memorization,-8,2,5,0.0006272161845117807,0.0005328097613528371,0.0007281409343704581,False
mlp,memorization,-8,3,5,0.0006893947720527649,0.0005658412119373679,0.0009706730488687754,False
mlp,memorization,-8,4,5,0.0006512380787171423,0.0004350320086814463,0.0008350522839464247,False
mlp,memorization,-8,5,5,0.00045950288767926395,0.0004312977544032037,0.0006548710516653955,False
mlp,memorization,-8,6,5,0.0006883511086925864,0.00048667355440557003,0.0009365435689687729,False
mlp,memorization,-8,7,5,0.000682707701344043,0.00047484299284406006,0.0010626616422086954,False
mlp,memorization,-8,8,5,0.001247668988071382,0.0008629421354271472,0.0019677116069942713,False
mlp,memorization,-8,9,5,0.0006696979980915785,0.00043299977551214397,0.0009123390191234648,False
mlp,memorization,-8,10,5,0.000654771865811199,0.0004638834507204592,0.0007354356348514557,False
mlp,memorization,-8,11,5,0.0006658440688624978,0.0006032378296367824,0.0008941070409491658,False
mlp,memorization,-8,12,5,0.0005601327866315842,0.0005271902191452682,0.001000946736894548,False
mlp,memorization,-8,13,5,0.0006530898972414434,0.0005280424375087023,0.0007504127570427954,False
mlp,memorization,-8,14,5,0.0006799133261665702,0.0005167898489162326,0.0008570219506509602,False
mlp,memorization,-8,15,5,0.0007820395985618234,0.0003771063929889351,0.0009507033391855657,False
mlp,memorization,-7,-15,5,0.0006909336661919951,0.00023649557260796428,0.000944012776017189,False
mlp,memorization,-7,-14,5,0.0006913330871611834,0.0006180254276841879,0.0009681833325885236,False
mlp,memorization,-7,-13,5,0.0007863822393119335,0.0004950508591718972,0.0008393797907046974,False
mlp,memorization,-7,-12,5,0.0008247722871601582,0.0005470296600833535,0.001031753490678966,False
mlp,memorization,-7,-11,5,0.000822622561827302,0.0005623885663226247,0.000996336224488914,False
mlp,memorization,-7,-10,5,0.0006947601796127856,0.000472200132207945,0.0008895434439182281,False
mlp,memorization,-7,-9,5,0.0005967426113784313,0.0005795719916932285,0.0009451672085560858,False
mlp,memorization,-7,-8,5,0.0007542336825281382,0.0005729470285587013,0.0010613740887492895,False
mlp,memorization,-7,-7,5,0.0022127381525933743,0.0018287721322849393,0.0038262936286628246,True
mlp,memorization,-7,-6,5,0.0006631925934925675,0.0004020936612505466,0.0010147144785150886,False
mlp,memorization,-7,-5,5,0.0008182186866179109,0.0006175185553729534,0.0010085654212161899,False
mlp,memorization,-7,-4,5,0.0008849356090649962,0.0005211586249060929,0.0012129448587074876,False
mlp,memorization,-7,-3,5,0.0007833536947146058,0.0004626341979019344,0.00115068512968719,False
mlp,memorization,-7,-2,5,0.0007444539805874228,0.00037929651443846524,0.0008395648910664022,False
mlp,memorization,-7,-1,5,0.0006611600983887911,0.00044148313463665545,0.000915299984626472,False
mlp,memorization,-7,0,5,0.005000157747417688,0.00440210709348321,0.006391448900103569,False
mlp,memorization,-7,1,5,0.000589751813095063,0.00046872542588971555,0.0010147792054340243,False
mlp,memorization,-7,2,5,0.0008347486145794392,0.0006529598613269627,0.0009328922023996711,False
mlp,memorization,-7,3,5,0.0007826552609913051,0.0005958144320175052,0.000992973567917943,False
mlp,memorization,-7,4,5,0.0006546247168444097,0.0005238408339209855,0.0009752095211297274,False
mlp,memorization,-7,5,5,0.0009088660008274019,0.0005052643828094006,0.000915145908948034,False
mlp,memorization,-7,6,5,0.0005688999081030488,0.0003478977014310658,0.0008446447900496423,False
mlp,memorization,-7,7,5,0.0010661383857950568,0.0009637269540689886,0.0016132507007569075,False
mlp,memorization,-7,8,5,0.0007731114164926112,0.0005497235688380897,0.001311870408244431,False
mlp,memorization,-7,9,5,0.0005840734811499715,0.0004180872056167573,0.0008918640087358654,False
mlp,memorization,-7,10,5,0.0005897023365832865,0.0004528390127234161,0.0009401910356245935,False
mlp,memorization,-7,11,5,0.0008619453874416649,0.0007313260575756431,0.0010121370432898402,False
mlp,memorization,-7,12,5,0.000665352214127779,0.0006570812547579408,0.0009394807857461274,False
mlp,memorization,-7,13,5,0.000709156331140548,0.0005202842294238508,0.00108894775621593,False
mlp,memorization,-7,14,5,0.0007145983399823308,0.0005874347989447415,0.0008355585159733891,False
mlp,memorization,-7,15,5,0.0007641606498509645,0.0006292547914199531,0.0012694565812125802,False
mlp,memorization,-6,-15,5,0.00061192293651402,0.0004917686455883086,0.0008424329571425915,False
mlp,memorization,-6,-14,5,0.0005476157530210912,0.0003510831156745553,0.0006928470102138817,False
mlp,memorization,-6,-13,5,0.0006187238031998277,0.0005168859497644007,0.0006643697852268815,False
mlp,memorization,-6,-12,5,0.0007651641499251127,0.0004160562821198255,0.0008148823981173337,False
mlp,memorization,-6,-11,5,0.0006654984899796546,0.00042422933620400727,0.0007390871178358793,False
mlp,memorization,-6,-10,5,0.000541665474884212,0.0003832324000541121,0.0006660851649940014,False
mlp,memorization,-6,-9,5,0.0006072316900826991,0.00043167552212253213,0.0007283563609234989,False
mlp,memorization,-6,-8,5,0.0006427781190723181,0.0005525624146685004,0.0007516381447203457,False
mlp,memorization,-6,-7,5,0.0005572806112468243,0.0005144979222677648,0.0008769801934249699,False
mlp,memorization,-6,-6,5,0.001994731370359659,0.0015334581257775426,0.002277623163536191,True
mlp,memorization,-6,-5,5,0.0006026427145116031,0.0004795356362592429,0.0009670827421359718,False
mlp,memorization,-6,-4,5,0.0005386838456615806,0.0004052160948049277,0.0005587947089225054,False
mlp,memorization,-6,-3,5,0.0007083794334903359,0.00045574127580039203,0.0008912007324397564,False
mlp,memorization,-6,-2,5,0.0005408839206211269,0.0003810522612184286,0.0008731455309316516,False
mlp,memorization,-6,-1,5,0.0005939161637797952,0.0003206048859283328,0.000745824130717665,False
mlp,memorization,-6,0,5,0.0063322074711322784,0.004284391645342112,0.006633601617068052,False
mlp,memorization,-6,1,5,0.000609738111961633,0.0004971617017872632,0.000734412285964936,False
mlp,memorization,-6,2,5,0.0005872268811799586,0.00047310948139056563,0.0007247560424730182,False
mlp,memorization,-6,3,5,0.0007472665747627616,0.0004873704456258565,0.0009922486497089267,False
mlp,memorization,-6,4,5,0.00047530283336527646,0.00041879090713337064,0.0006006990442983806,False
mlp,memorization,-6,5,5,0.0006176189053803682,0.0005638506263494492,0.000978335039690137,False
mlp,memorization,-6,6,5,0.0009469357319176197,0.0007852292037568986,0.0014206849737092853,False
mlp,memorization,-6,7,5,0.0006325296708382666,0.00042994675459340215,0.0007113641477189958,False
mlp,memorization,-6,8,5,0.000600542698521167,0.00048609188525006175,0.0007359142764471471,False
mlp,memorization,-6,9,5,0.0006475881091319025,0.0006176752503961325,0.0006783606950193644,False
mlp,memorization,-6,10,5,0.0005223062471486628,0.0004117574717383832,0.0006181854987516999,False
mlp,memorization,-6,11,5,0.0007246598834171891,0.0005400102818384767,0.0007417713641189039,False
mlp,memorization,-6,12,5,0.0007073021261021495,0.0005403740215115249,0.0008673743577674031,False
mlp,memorization,-6,13,5,0.000581535859964788,0.0004497249028645456,0.0009236916084773839,False
mlp,memorization,-6,14,5,0.000573767174500972,0.0005480072577483952,0.0007959841168485582,False
mlp,memorization,-6,15,5,0.000500048859976232,0.00037067526136524975,0.001062435214407742,False
mlp,memorization,-5,-15,5,0.0006728612934239209,0.0006156913586892188,0.0007005668012425303,False
mlp,memorization,-5,-14,5,0.0007093975436873734,0.00046715946518816054,0.0009195585735142231,False
mlp,memorization,-5,-13,5,0.0007084401440806687,0.0005053005297668278,0.0007709069759584963,False
mlp,memorization,-5,-12,5,0.0006802454590797424,0.00047223581350408494,0.0009711763705126941,False
mlp,memorization,-5,-11,5,0.0007328977226279676,0.0006074327393434942,0.0009236134355887771,False
mlp,memorization,-5,-10,5,0.0006161126657389104,0.0005215964047238231,0.0007434986182488501,False
mlp,memorization,-5,-9,5,0.000687741267029196,0.0004599584499374032,0.0008125022286549211,False
mlp,memorization,-5,-8,5,0.0007819242891855538,0.0006090578972361982,0.000927755783777684,False
mlp,memorization,-5,-7,5,0.0006527863442897797,0.0004157551738899201,0.0007144282571971416,False
mlp,memorization,-5,-6,5,0.0006687204004265368,0.000582841516006738,0.0010155403288081288,False
mlp,memorization,-5,-5,5,0.0024621745105832815,0.0017713861307129264,0.0038669502828270197,True
mlp,memorization,-5,-4,5,0.0006450643995776772,0.0006030846270732582,0.0007939486531540751,False
mlp,memorization,-5,-3,5,0.0007466771057806909,0.00043868549983017147,0.00085784075781703,False
mlp,memorization,-5,-2,5,0.0007507041445933282,0.000513646227773279,0.0009665930410847068,False
mlp,memorization,-5,-1,5,0.0006120993057265878,0.0005499913822859526,0.0009269019938074052,False
mlp,memorization,-5,0,5,0.005735337268561125,0.004325673449784517,0.006592170801013708,False
mlp,memorization,-5,1,5,0.000588133349083364,0.0005397062050178647,0.0007618955569341779,False
mlp,memorization,-5,2,5,0.0005650731618516147,0.0005099117406643927,0.0007754588150419295,False
mlp,memorization,-5,3,5,0.0006880373111926019,0.0005458052619360387,0.0009758863016031682,False
mlp,memorization,-5,4,5,0.000651295471470803,0.0005070155020803213,0.000774217362049967,False
mlp,memorization,-5,5,5,0.0010875849984586239,0.0006320395041257143,0.0018075137631967664,False
mlp,memorization,-5,6,5,0.0006717587821185589,0.0006143547943793237,0.0009675509063526988,False
mlp,memorization,-5,7,5,0.0005331426509656012,0.0003880682052113116,0.0006472535897046328,False
mlp,memorization,-5,8,5,0.0007279584533534944,0.0005356131587177515,0.0008576259715482593,False
mlp,memorization,-5,9,5,0.0006819799891673028,0.0005527462344616652,0.0007832395494915545,False
mlp,memorization,-5,10,5,0.0006341871921904385,0.0004216365341562778,0.0007191422046162188,False
mlp,memorization,-5,11,5,0.000674593960866332,0.0005454669590108097,0.0008540574344806373,False
mlp,memorization,-5,12,5,0.0007453970029018819,0.0004705720057245344,0.0010552435414865613,False
